id,utterance,intent,entities,context,language,channel,sentiment,source
56,I want to reserve twin room 2026-08-24 - 2026-08-31 for 2 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-08-24"", ""check_out"": ""2026-08-31"", ""nights"": 7, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 1, ""children"": null, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""crib""}",booking,en,app,positive,synthetic_v1
57,can I get late checkout?,request_late_checkout,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,web,neutral,synthetic_v1
58,price for ocean suite 2026-05-04 to 2026-05-06?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-05-04"", ""check_out"": null, ""nights"": 2, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 2, ""children"": 1, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 343.85}",pre_booking,en,messenger,neutral,synthetic_v1
59,bye,goodbye,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,app,neutral,synthetic_v1
60,any availability from 2025-11-28 for 5 nights?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2025-11-28"", ""check_out"": ""2025-12-03"", ""nights"": 5, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
61,asdfgh,unknown,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,whatsapp,neutral,synthetic_v1
62,hey there,greet,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,whatsapp,neutral,synthetic_v1
63,book a deluxe for 3 adults  from 2026-05-29 to 2026-06-02,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-05-29"", ""check_out"": null, ""nights"": 4, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 3, ""children"": null, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,phone,positive,synthetic_v1
64,what's the meaning of life,unknown,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,phone,neutral,synthetic_v1
65,move reservation to 2026-06-28,change_dates,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-06-28"", ""check_out"": ""2026-06-30"", ""nights"": 2, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""f2e7e742"", ""special_requests"": null}",post_booking,en,messenger,neutral,synthetic_v1
66,book a deluxe for 2 adults and 1 children from 2026-05-02 to 2026-05-09,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-05-02"", ""check_out"": ""2026-05-09"", ""nights"": 7, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 2, ""children"": 1, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""crib""}",booking,en,app,positive,synthetic_v1
67,cheers,thanks,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,phone,positive,synthetic_v1
68,book a ocean view suite for 2 adults and 1 children from 2026-03-21 to 2026-03-27,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-21"", ""check_out"": ""2026-03-27"", ""nights"": 6, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 2, ""children"": 1, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,messenger,positive,synthetic_v1
69,any availability from 2026-01-18 for 6 nights?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-01-18"", ""check_out"": ""2026-01-24"", ""nights"": 6, ""room_code"": null, ""room_type"": ""Deluxe Room"", ""adults"": 3, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
70,"please make a booking 2026-04-07 for 1 nights, queen room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-04-07"", ""check_out"": ""2026-04-08"", ""nights"": 1, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 2, ""children"": 0, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,web,positive,synthetic_v1
71,do you have rooms 2026-09-02 to 2026-09-05?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-09-02"", ""check_out"": ""2026-09-05"", ""nights"": 3, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 3, ""children"": 2, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
72,do you have rooms 2026-03-04 to 2026-03-10?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-04"", ""check_out"": ""2026-03-10"", ""nights"": null, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 1, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,web,neutral,synthetic_v1
73,"please make a booking 2026-04-02 for 7 nights, twin room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-04-02"", ""check_out"": ""2026-04-09"", ""nights"": 7, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 1, ""children"": 0, ""guests_total"": 1, ""name"": ""Sam Wilson"", ""email"": ""sam.wilson610@outlook.com"", ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,whatsapp,positive,synthetic_v1
74,what's the meaning of life,unknown,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,chat,neutral,synthetic_v1
75,"please make a booking 2026-02-15 for 4 nights, ocean suite",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-15"", ""check_out"": ""2026-02-19"", ""nights"": 4, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 1, ""children"": 1, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""crib""}",booking,en,chat,positive,synthetic_v1
76,need a room 2026-06-12 - 2026-06-19,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-06-12"", ""check_out"": ""2026-06-19"", ""nights"": 7, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 3, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
77,do you offer parking?,inquire_parking,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
78,"please make a booking 2026-03-20 for 6 nights, king room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-20"", ""check_out"": ""2026-03-26"", ""nights"": 6, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 3, ""children"": 0, ""guests_total"": 3, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,whatsapp,positive,synthetic_v1
79,is there a deluxe available on 2026-02-23?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-23"", ""check_out"": ""2026-02-28"", ""nights"": 5, ""room_code"": null, ""room_type"": null, ""adults"": 3, ""children"": 0, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
80,when can I check in?,inquire_checkin_time,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
81,do you have family rooms?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,phone,neutral,synthetic_v1
82,when can I check in?,inquire_checkin_time,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
